original,article,anchor,link,context
статьи 177,177,z3117,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3117"">статьи 177</a>",статьи 177 настоящего Кодекса.
части первой,178_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3180"">части первой</a>","В случаях, указанных в части первой настоящего пункта, субъекту контроля представляется извещени"
статьи 177,177,z3117,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3117"">статьи 177</a>",статьи 177 настоящего Кодекса.
части первой,178_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3180"">части первой</a>","Требование, указанное в части первой настоящего пункта, представляется в течение пяти рабочих дн"
частью первой,181_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3245"">частью первой</a>","Способ обеспечения, предусмотренный частью первой настоящего пункта, если иное не установлено ук"
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса.
пункта 1 настоящей статьи,183_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3281"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, совместно с налоговым органом проводит сверку расчетов по налогам, плате"
главы 5,ch5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z981"">главы 5</a>",главы 5 настоящего Кодекса.
пункта 3 статьи 84,84,z1352,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1352"">пункта 3 статьи 84</a>","пункта 3 статьи 84 настоящего Кодекса, при принудительном исполнении налогового обязательства по уп"
части первой,184_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3299"">части первой</a>","части первой настоящего пункта, применяются к юридическому лицу, структурному подразделению юридиче"
